video_path,video_id,label,num_frames
DFD_original_sequences/06__hugging_happy,06__hugging_happy,0,15
DFD_original_sequences/25__walking_down_street_outside_angry,25__walking_down_street_outside_angry,0,15
DFD_original_sequences/17__walking_and_outside_surprised,17__walking_and_outside_surprised,0,15
DFD_original_sequences/19__kitchen_still,19__kitchen_still,0,15
DFD_original_sequences/02__talking_against_wall,02__talking_against_wall,0,15
DFD_original_sequences/12__secret_conversation,12__secret_conversation,0,15
DFD_original_sequences/09__talking_against_wall,09__talking_against_wall,0,15
DFD_original_sequences/28__podium_speech_happy,28__podium_speech_happy,0,15
DFD_original_sequences/03__outside_talking_still_laughing,03__outside_talking_still_laughing,0,15
DFD_original_sequences/18__outside_talking_pan_laughing,18__outside_talking_pan_laughing,0,15
DFD_original_sequences/10__walking_outside_cafe_disgusted,10__walking_outside_cafe_disgusted,0,15
DFD_original_sequences/14__hugging_happy,14__hugging_happy,0,15
DFD_original_sequences/14__outside_talking_still_laughing,14__outside_talking_still_laughing,0,15
DFD_original_sequences/27__kitchen_pan,27__kitchen_pan,0,15
DFD_original_sequences/01__talking_angry_couch,01__talking_angry_couch,0,15
DFD_original_sequences/06__podium_speech_happy,06__podium_speech_happy,0,15
DFD_original_sequences/06__kitchen_still,06__kitchen_still,0,15
DFD_original_sequences/16__walking_and_outside_surprised,16__walking_and_outside_surprised,0,15
DFD_original_sequences/14__talking_against_wall,14__talking_against_wall,0,15
DFD_original_sequences/07__outside_talking_pan_laughing,07__outside_talking_pan_laughing,0,15
DFD_original_sequences/15__outside_talking_still_laughing,15__outside_talking_still_laughing,0,15
DFD_original_sequences/07__talking_angry_couch,07__talking_angry_couch,0,15
DFD_original_sequences/05__podium_speech_happy,05__podium_speech_happy,0,15
DFD_original_sequences/20__walking_outside_cafe_disgusted,20__walking_outside_cafe_disgusted,0,15
DFD_original_sequences/14__kitchen_still,14__kitchen_still,0,15
DFD_original_sequences/10__kitchen_pan,10__kitchen_pan,0,15
DFD_original_sequences/12__kitchen_still,12__kitchen_still,0,15
DFD_original_sequences/03__outside_talking_pan_laughing,03__outside_talking_pan_laughing,0,15
DFD_original_sequences/23__kitchen_pan,23__kitchen_pan,0,15
DFD_original_sequences/02__kitchen_still,02__kitchen_still,0,15
DFD_original_sequences/10__outside_talking_pan_laughing,10__outside_talking_pan_laughing,0,15
DFD_original_sequences/11__walking_outside_cafe_disgusted,11__walking_outside_cafe_disgusted,0,15
DFD_original_sequences/08__podium_speech_happy,08__podium_speech_happy,0,15
DFD_original_sequences/23__exit_phone_room,23__exit_phone_room,0,15
DFD_original_sequences/12__podium_speech_happy,12__podium_speech_happy,0,15
DFD_original_sequences/14__walk_down_hall_angry,14__walk_down_hall_angry,0,15
DFD_original_sequences/25__talking_against_wall,25__talking_against_wall,0,15
DFD_original_sequences/18__kitchen_pan,18__kitchen_pan,0,15
DFD_original_sequences/16__hugging_happy,16__hugging_happy,0,15
DFD_original_sequences/07__kitchen_still,07__kitchen_still,0,15
DFD_original_sequences/17__talking_against_wall,17__talking_against_wall,0,15
DFD_original_sequences/21__walk_down_hall_angry,21__walk_down_hall_angry,0,15
DFD_original_sequences/16__walking_down_street_outside_angry,16__walking_down_street_outside_angry,0,15
DFD_original_sequences/24__outside_talking_pan_laughing,24__outside_talking_pan_laughing,0,15
DFD_original_sequences/21__exit_phone_room,21__exit_phone_room,0,15
DFD_original_sequences/20__secret_conversation,20__secret_conversation,0,15
DFD_original_sequences/25__secret_conversation,25__secret_conversation,0,15
DFD_original_sequences/16__walking_down_indoor_hall_disgust,16__walking_down_indoor_hall_disgust,0,15
DFD_original_sequences/01__walk_down_hall_angry,01__walk_down_hall_angry,0,15
DFD_original_sequences/12__talking_angry_couch,12__talking_angry_couch,0,15
DFD_original_sequences/05__walking_down_street_outside_angry,05__walking_down_street_outside_angry,0,15
DFD_original_sequences/19__outside_talking_still_laughing,19__outside_talking_still_laughing,0,15
DFD_original_sequences/11__podium_speech_happy,11__podium_speech_happy,0,15
DFD_original_sequences/22__kitchen_still,22__kitchen_still,0,15
DFD_original_sequences/20__walk_down_hall_angry,20__walk_down_hall_angry,0,15
DFD_original_sequences/12__walking_and_outside_surprised,12__walking_and_outside_surprised,0,15
DFD_original_sequences/01__talking_against_wall,01__talking_against_wall,0,15
DFD_original_sequences/09__kitchen_pan,09__kitchen_pan,0,15
DFD_original_sequences/14__secret_conversation,14__secret_conversation,0,15
DFD_original_sequences/24__kitchen_pan,24__kitchen_pan,0,15
DFD_original_sequences/24__exit_phone_room,24__exit_phone_room,0,15
DFD_original_sequences/21__hugging_happy,21__hugging_happy,0,15
DFD_original_sequences/20__walking_down_indoor_hall_disgust,20__walking_down_indoor_hall_disgust,0,15
DFD_original_sequences/13__kitchen_still,13__kitchen_still,0,15
DFD_original_sequences/26__walking_down_street_outside_angry,26__walking_down_street_outside_angry,0,15
DFD_original_sequences/14__exit_phone_room,14__exit_phone_room,0,15
DFD_original_sequences/21__walking_outside_cafe_disgusted,21__walking_outside_cafe_disgusted,0,15
DFD_original_sequences/02__walking_outside_cafe_disgusted,02__walking_outside_cafe_disgusted,0,15
DFD_original_sequences/27__outside_talking_pan_laughing,27__outside_talking_pan_laughing,0,15
DFD_original_sequences/10__talking_against_wall,10__talking_against_wall,0,15
DFD_original_sequences/13__walk_down_hall_angry,13__walk_down_hall_angry,0,15
DFD_original_sequences/03__walk_down_hall_angry,03__walk_down_hall_angry,0,15
DFD_original_sequences/10__podium_speech_happy,10__podium_speech_happy,0,15
DFD_original_sequences/13__walking_down_indoor_hall_disgust,13__walking_down_indoor_hall_disgust,0,15
DFD_original_sequences/01__podium_speech_happy,01__podium_speech_happy,0,15
DFD_original_sequences/20__podium_speech_happy,20__podium_speech_happy,0,15
DFD_original_sequences/22__talking_against_wall,22__talking_against_wall,0,15
DFD_original_sequences/22__walking_and_outside_surprised,22__walking_and_outside_surprised,0,15
DFD_original_sequences/13__hugging_happy,13__hugging_happy,0,15
DFD_original_sequences/01__outside_talking_still_laughing,01__outside_talking_still_laughing,0,15
DFD_original_sequences/07__talking_against_wall,07__talking_against_wall,0,15
DFD_original_sequences/17__kitchen_pan,17__kitchen_pan,0,15
DFD_original_sequences/04__walking_outside_cafe_disgusted,04__walking_outside_cafe_disgusted,0,15
DFD_original_sequences/25__walking_outside_cafe_disgusted,25__walking_outside_cafe_disgusted,0,15
DFD_original_sequences/18__outside_talking_still_laughing,18__outside_talking_still_laughing,0,15
DFD_original_sequences/07__outside_talking_still_laughing,07__outside_talking_still_laughing,0,15
DFD_original_sequences/26__kitchen_pan,26__kitchen_pan,0,15
DFD_original_sequences/11__kitchen_still,11__kitchen_still,0,15
DFD_original_sequences/02__secret_conversation,02__secret_conversation,0,15
DFD_original_sequences/04__exit_phone_room,04__exit_phone_room,0,15
DFD_original_sequences/08__talking_against_wall,08__talking_against_wall,0,15
DFD_original_sequences/26__exit_phone_room,26__exit_phone_room,0,15
DFD_original_sequences/05__kitchen_pan,05__kitchen_pan,0,15
DFD_original_sequences/25__podium_speech_happy,25__podium_speech_happy,0,15
DFD_original_sequences/27__meeting_serious,27__meeting_serious,0,15
DFD_original_sequences/13__walking_outside_cafe_disgusted,13__walking_outside_cafe_disgusted,0,15
DFD_original_sequences/14__walking_down_indoor_hall_disgust,14__walking_down_indoor_hall_disgust,0,15
DFD_original_sequences/21__kitchen_pan,21__kitchen_pan,0,15
DFD_original_sequences/05__exit_phone_room,05__exit_phone_room,0,15
DFD_original_sequences/11__outside_talking_pan_laughing,11__outside_talking_pan_laughing,0,15
DFD_original_sequences/27__walking_outside_cafe_disgusted,27__walking_outside_cafe_disgusted,0,15
DFD_original_sequences/06__walking_outside_cafe_disgusted,06__walking_outside_cafe_disgusted,0,15
DFD_original_sequences/01__secret_conversation,01__secret_conversation,0,15
DFD_original_sequences/23__kitchen_still,23__kitchen_still,0,15
DFD_original_sequences/19__podium_speech_happy,19__podium_speech_happy,0,15
DFD_original_sequences/27__walking_and_outside_surprised,27__walking_and_outside_surprised,0,15
DFD_original_sequences/02__kitchen_pan,02__kitchen_pan,0,15
DFD_original_sequences/01__hugging_happy,01__hugging_happy,0,15
DFD_original_sequences/04__talking_angry_couch,04__talking_angry_couch,0,15
DFD_original_sequences/12__walking_outside_cafe_disgusted,12__walking_outside_cafe_disgusted,0,15
DFD_original_sequences/04__walking_down_street_outside_angry,04__walking_down_street_outside_angry,0,15
DFD_original_sequences/22__walk_down_hall_angry,22__walk_down_hall_angry,0,15
DFD_original_sequences/25__outside_talking_still_laughing,25__outside_talking_still_laughing,0,15
DFD_original_sequences/01__outside_talking_pan_laughing,01__outside_talking_pan_laughing,0,15
DFD_original_sequences/07__hugging_happy,07__hugging_happy,0,15
DFD_original_sequences/19__talking_angry_couch,19__talking_angry_couch,0,15
DFD_original_sequences/28__walking_down_street_outside_angry,28__walking_down_street_outside_angry,0,15
DFD_original_sequences/24__walk_down_hall_angry,24__walk_down_hall_angry,0,15
DFD_original_sequences/02__walking_down_street_outside_angry,02__walking_down_street_outside_angry,0,15
DFD_original_sequences/09__walk_down_hall_angry,09__walk_down_hall_angry,0,15
DFD_original_sequences/11__outside_talking_still_laughing,11__outside_talking_still_laughing,0,15
DFD_original_sequences/27__podium_speech_happy,27__podium_speech_happy,0,15
DFD_original_sequences/16__kitchen_pan,16__kitchen_pan,0,15
DFD_original_sequences/08__outside_talking_still_laughing,08__outside_talking_still_laughing,0,15
DFD_original_sequences/28__walking_outside_cafe_disgusted,28__walking_outside_cafe_disgusted,0,15
DFD_original_sequences/23__walk_down_hall_angry,23__walk_down_hall_angry,0,15
DFD_original_sequences/15__walking_outside_cafe_disgusted,15__walking_outside_cafe_disgusted,0,15
DFD_original_sequences/04__secret_conversation,04__secret_conversation,0,15
DFD_original_sequences/19__walking_down_street_outside_angry,19__walking_down_street_outside_angry,0,15
DFD_original_sequences/20__walking_down_street_outside_angry,20__walking_down_street_outside_angry,0,15
DFD_original_sequences/15__walking_down_street_outside_angry,15__walking_down_street_outside_angry,0,15
DFD_original_sequences/27__exit_phone_room,27__exit_phone_room,0,15
DFD_original_sequences/03__talking_angry_couch,03__talking_angry_couch,0,15
DFD_original_sequences/28__talking_angry_couch,28__talking_angry_couch,0,15
DFD_original_sequences/10__outside_talking_still_laughing,10__outside_talking_still_laughing,0,15
DFD_original_sequences/13__walking_down_street_outside_angry,13__walking_down_street_outside_angry,0,15
DFD_original_sequences/14__talking_angry_couch,14__talking_angry_couch,0,15
DFD_original_sequences/03__exit_phone_room,03__exit_phone_room,0,15
DFD_original_sequences/23__hugging_happy,23__hugging_happy,0,15
DFD_original_sequences/02__hugging_happy,02__hugging_happy,0,15
DFD_original_sequences/10__talking_angry_couch,10__talking_angry_couch,0,15
DFD_original_sequences/02__outside_talking_pan_laughing,02__outside_talking_pan_laughing,0,15
DFD_original_sequences/02__meeting_serious,02__meeting_serious,0,15
DFD_original_sequences/12__outside_talking_still_laughing,12__outside_talking_still_laughing,0,15
DFD_original_sequences/15__kitchen_still,15__kitchen_still,0,15
DFD_original_sequences/01__walking_down_street_outside_angry,01__walking_down_street_outside_angry,0,15
DFD_original_sequences/05__hugging_happy,05__hugging_happy,0,15
DFD_original_sequences/06__talking_against_wall,06__talking_against_wall,0,15
DFD_original_sequences/07__secret_conversation,07__secret_conversation,0,15
DFD_original_sequences/17__walking_down_indoor_hall_disgust,17__walking_down_indoor_hall_disgust,0,15
DFD_original_sequences/01__meeting_serious,01__meeting_serious,0,15
DFD_original_sequences/22__walking_down_indoor_hall_disgust,22__walking_down_indoor_hall_disgust,0,15
DFD_original_sequences/06__walking_down_indoor_hall_disgust,06__walking_down_indoor_hall_disgust,0,15
DFD_original_sequences/12__walking_down_street_outside_angry,12__walking_down_street_outside_angry,0,15
DFD_original_sequences/17__podium_speech_happy,17__podium_speech_happy,0,15
DFD_original_sequences/19__outside_talking_pan_laughing,19__outside_talking_pan_laughing,0,15
DFD_original_sequences/24__secret_conversation,24__secret_conversation,0,15
DFD_original_sequences/03__talking_against_wall,03__talking_against_wall,0,15
DFD_original_sequences/17__hugging_happy,17__hugging_happy,0,15
DFD_original_sequences/07__walk_down_hall_angry,07__walk_down_hall_angry,0,15
DFD_original_sequences/20__kitchen_still,20__kitchen_still,0,15
DFD_original_sequences/04__kitchen_still,04__kitchen_still,0,15
DFD_original_sequences/13__exit_phone_room,13__exit_phone_room,0,15
DFD_original_sequences/16__walking_outside_cafe_disgusted,16__walking_outside_cafe_disgusted,0,15
DFD_original_sequences/13__talking_against_wall,13__talking_against_wall,0,15
DFD_original_sequences/06__outside_talking_still_laughing,06__outside_talking_still_laughing,0,15
DFD_original_sequences/20__kitchen_pan,20__kitchen_pan,0,15
DFD_original_sequences/02__walk_down_hall_angry,02__walk_down_hall_angry,0,15
DFD_original_sequences/11__kitchen_pan,11__kitchen_pan,0,15
DFD_original_sequences/03__walking_down_indoor_hall_disgust,03__walking_down_indoor_hall_disgust,0,15
DFD_original_sequences/15__walking_and_outside_surprised,15__walking_and_outside_surprised,0,15
DFD_original_sequences/11__exit_phone_room,11__exit_phone_room,0,15
DFD_original_sequences/05__talking_against_wall,05__talking_against_wall,0,15
DFD_original_sequences/26__podium_speech_happy,26__podium_speech_happy,0,15
DFD_original_sequences/23__secret_conversation,23__secret_conversation,0,15
DFD_original_sequences/01__exit_phone_room,01__exit_phone_room,0,15
DFD_original_sequences/23__walking_outside_cafe_disgusted,23__walking_outside_cafe_disgusted,0,15
DFD_original_sequences/20__hugging_happy,20__hugging_happy,0,15
DFD_original_sequences/28__kitchen_still,28__kitchen_still,0,15
DFD_original_sequences/06__outside_talking_pan_laughing,06__outside_talking_pan_laughing,0,15
DFD_original_sequences/20__outside_talking_pan_laughing,20__outside_talking_pan_laughing,0,15
DFD_original_sequences/22__walking_outside_cafe_disgusted,22__walking_outside_cafe_disgusted,0,15
DFD_original_sequences/13__talking_angry_couch,13__talking_angry_couch,0,15
DFD_original_sequences/15__walking_down_indoor_hall_disgust,15__walking_down_indoor_hall_disgust,0,15
DFD_original_sequences/05__walk_down_hall_angry,05__walk_down_hall_angry,0,15
DFD_original_sequences/15__talking_against_wall,15__talking_against_wall,0,15
DFD_original_sequences/24__walking_down_street_outside_angry,24__walking_down_street_outside_angry,0,15
DFD_original_sequences/18__kitchen_still,18__kitchen_still,0,15
DFD_original_sequences/18__walking_down_street_outside_angry,18__walking_down_street_outside_angry,0,15
DFD_original_sequences/02__walking_down_indoor_hall_disgust,02__walking_down_indoor_hall_disgust,0,15
DFD_original_sequences/14__walking_outside_cafe_disgusted,14__walking_outside_cafe_disgusted,0,15
DFD_original_sequences/19__walking_outside_cafe_disgusted,19__walking_outside_cafe_disgusted,0,15
DFD_original_sequences/01__kitchen_pan,01__kitchen_pan,0,15
DFD_original_sequences/20__talking_angry_couch,20__talking_angry_couch,0,15
DFD_original_sequences/12__hugging_happy,12__hugging_happy,0,15
DFD_original_sequences/05__outside_talking_pan_laughing,05__outside_talking_pan_laughing,0,15
DFD_original_sequences/21__kitchen_still,21__kitchen_still,0,15
DFD_original_sequences/23__walking_and_outside_surprised,23__walking_and_outside_surprised,0,15
DFD_original_sequences/19__walk_down_hall_angry,19__walk_down_hall_angry,0,15
DFD_original_sequences/07__walking_outside_cafe_disgusted,07__walking_outside_cafe_disgusted,0,15
DFD_original_sequences/24__kitchen_still,24__kitchen_still,0,15
DFD_original_sequences/22__kitchen_pan,22__kitchen_pan,0,15
DFD_original_sequences/12__walking_down_indoor_hall_disgust,12__walking_down_indoor_hall_disgust,0,15
DFD_original_sequences/21__talking_angry_couch,21__talking_angry_couch,0,15
DFD_original_sequences/26__outside_talking_still_laughing,26__outside_talking_still_laughing,0,15
DFD_original_sequences/21__podium_speech_happy,21__podium_speech_happy,0,15
DFD_original_sequences/26__walk_down_hall_angry,26__walk_down_hall_angry,0,15
DFD_original_sequences/13__outside_talking_still_laughing,13__outside_talking_still_laughing,0,15
DFD_original_sequences/03__podium_speech_happy,03__podium_speech_happy,0,15
DFD_original_sequences/27__hugging_happy,27__hugging_happy,0,15
DFD_original_sequences/17__walk_down_hall_angry,17__walk_down_hall_angry,0,15
DFD_original_sequences/28__walk_down_hall_angry,28__walk_down_hall_angry,0,15
DFD_manipulated_sequences/12_13__walking_and_outside_surprised__DJ7MF331,12_13__walking_and_outside_surprised__DJ7MF331,1,15
DFD_manipulated_sequences/03_15__talking_angry_couch__5C1OMK8W,03_15__talking_angry_couch__5C1OMK8W,1,15
DFD_manipulated_sequences/20_25__talking_against_wall__AMY6M1KL,20_25__talking_against_wall__AMY6M1KL,1,15
DFD_manipulated_sequences/26_04__talking_angry_couch__MS2MLJP1,26_04__talking_angry_couch__MS2MLJP1,1,15
DFD_manipulated_sequences/17_05__kitchen_pan__M3H96PDQ,17_05__kitchen_pan__M3H96PDQ,1,15
DFD_manipulated_sequences/02_12__walking_and_outside_surprised__9D2ZHEKW,02_12__walking_and_outside_surprised__9D2ZHEKW,1,15
DFD_manipulated_sequences/25_26__talking_against_wall__8LPKLIRG,25_26__talking_against_wall__8LPKLIRG,1,15
DFD_manipulated_sequences/22_10__kitchen_still__J2HR5HKH,22_10__kitchen_still__J2HR5HKH,1,15
DFD_manipulated_sequences/02_18__outside_talking_still_laughing__OXMEEFUQ,02_18__outside_talking_still_laughing__OXMEEFUQ,1,15
DFD_manipulated_sequences/03_26__talking_angry_couch__WBSXBL82,03_26__talking_angry_couch__WBSXBL82,1,15
DFD_manipulated_sequences/02_07__talking_angry_couch__1VMZUH1W,02_07__talking_angry_couch__1VMZUH1W,1,15
DFD_manipulated_sequences/09_13__outside_talking_still_laughing__NDMHWBT1,09_13__outside_talking_still_laughing__NDMHWBT1,1,15
DFD_manipulated_sequences/02_15__hugging_happy__HTG660F8,02_15__hugging_happy__HTG660F8,1,15
DFD_manipulated_sequences/01_03__podium_speech_happy__JZUXXFRB,01_03__podium_speech_happy__JZUXXFRB,1,15
DFD_manipulated_sequences/02_15__walking_outside_cafe_disgusted__MZWH8ATN,02_15__walking_outside_cafe_disgusted__MZWH8ATN,1,15
DFD_manipulated_sequences/09_02__walking_down_street_outside_angry__6KUOFMZW,09_02__walking_down_street_outside_angry__6KUOFMZW,1,15
DFD_manipulated_sequences/27_14__kitchen_pan__0KSONKQ2,27_14__kitchen_pan__0KSONKQ2,1,15
DFD_manipulated_sequences/01_02__exit_phone_room__YVGY8LOK,01_02__exit_phone_room__YVGY8LOK,1,15
DFD_manipulated_sequences/21_25__talking_angry_couch__NFBISHIN,21_25__talking_angry_couch__NFBISHIN,1,15
DFD_manipulated_sequences/06_18__outside_talking_pan_laughing__UIQG2RF4,06_18__outside_talking_pan_laughing__UIQG2RF4,1,15
DFD_manipulated_sequences/13_15__secret_conversation__X0EIIJF7,13_15__secret_conversation__X0EIIJF7,1,15
DFD_manipulated_sequences/14_15__talking_against_wall__3FRJCJ0V,14_15__talking_against_wall__3FRJCJ0V,1,15
DFD_manipulated_sequences/27_15__outside_talking_still_laughing__2ERUWYH8,27_15__outside_talking_still_laughing__2ERUWYH8,1,15
DFD_manipulated_sequences/25_21__walking_outside_cafe_disgusted__2R46UX3R,25_21__walking_outside_cafe_disgusted__2R46UX3R,1,15
DFD_manipulated_sequences/13_02__exit_phone_room__CP5HFV3K,13_02__exit_phone_room__CP5HFV3K,1,15
DFD_manipulated_sequences/02_14__walking_outside_cafe_disgusted__3IUBEKCT,02_14__walking_outside_cafe_disgusted__3IUBEKCT,1,15
DFD_manipulated_sequences/09_25__outside_talking_still_laughing__ODAQ7BZL,09_25__outside_talking_still_laughing__ODAQ7BZL,1,15
DFD_manipulated_sequences/04_15__walk_down_hall_angry__7NW4Z6WZ,04_15__walk_down_hall_angry__7NW4Z6WZ,1,15
DFD_manipulated_sequences/20_15__walking_down_indoor_hall_disgust__99NHTFBM,20_15__walking_down_indoor_hall_disgust__99NHTFBM,1,15
DFD_manipulated_sequences/21_14__podium_speech_happy__N0WM4GSV,21_14__podium_speech_happy__N0WM4GSV,1,15
DFD_manipulated_sequences/26_12__talking_angry_couch__FWFQ5YB8,26_12__talking_angry_couch__FWFQ5YB8,1,15
DFD_manipulated_sequences/28_05__walking_down_street_outside_angry__U9LRLJ6N,28_05__walking_down_street_outside_angry__U9LRLJ6N,1,15
DFD_manipulated_sequences/27_25__talking_angry_couch__GNIMW95Z,27_25__talking_angry_couch__GNIMW95Z,1,15
DFD_manipulated_sequences/12_26__talking_against_wall__FWFQ5YB8,12_26__talking_against_wall__FWFQ5YB8,1,15
DFD_manipulated_sequences/25_06__exit_phone_room__MI9BDQ7M,25_06__exit_phone_room__MI9BDQ7M,1,15
DFD_manipulated_sequences/02_25__walking_outside_cafe_disgusted__Z7FQ69VP,02_25__walking_outside_cafe_disgusted__Z7FQ69VP,1,15
DFD_manipulated_sequences/26_20__podium_speech_happy__01OJA93K,26_20__podium_speech_happy__01OJA93K,1,15
DFD_manipulated_sequences/02_03__kitchen_still__ZESUJMM7,02_03__kitchen_still__ZESUJMM7,1,15
DFD_manipulated_sequences/20_13__talking_against_wall__HQHYKNGK,20_13__talking_against_wall__HQHYKNGK,1,15
DFD_manipulated_sequences/01_04__exit_phone_room__0XUW13RW,01_04__exit_phone_room__0XUW13RW,1,15
DFD_manipulated_sequences/19_24__secret_conversation__LVZNRK9S,19_24__secret_conversation__LVZNRK9S,1,15
DFD_manipulated_sequences/01_03__secret_conversation__480LQD1C,01_03__secret_conversation__480LQD1C,1,15
DFD_manipulated_sequences/03_18__meeting_serious__N72YE748,03_18__meeting_serious__N72YE748,1,15
DFD_manipulated_sequences/02_15__exit_phone_room__I8G2LWD1,02_15__exit_phone_room__I8G2LWD1,1,15
DFD_manipulated_sequences/27_26__outside_talking_still_laughing__IE9N0ZI9,27_26__outside_talking_still_laughing__IE9N0ZI9,1,15
DFD_manipulated_sequences/20_03__talking_against_wall__9NFWR304,20_03__talking_against_wall__9NFWR304,1,15
DFD_manipulated_sequences/14_07__walking_down_street_outside_angry__VOX29AK0,14_07__walking_down_street_outside_angry__VOX29AK0,1,15
DFD_manipulated_sequences/09_07__outside_talking_pan_laughing__N9CWME71,09_07__outside_talking_pan_laughing__N9CWME71,1,15
DFD_manipulated_sequences/06_02__outside_talking_still_laughing__HZAXM70B,06_02__outside_talking_still_laughing__HZAXM70B,1,15
DFD_manipulated_sequences/06_25__outside_talking_still_laughing__3QQBVBYN,06_25__outside_talking_still_laughing__3QQBVBYN,1,15
DFD_manipulated_sequences/07_02__kitchen_pan__O4SXNLRL,07_02__kitchen_pan__O4SXNLRL,1,15
DFD_manipulated_sequences/10_22__kitchen_pan__EHARPYBT,10_22__kitchen_pan__EHARPYBT,1,15
DFD_manipulated_sequences/18_15__walk_down_hall_angry__V5VHLCOW,18_15__walk_down_hall_angry__V5VHLCOW,1,15
DFD_manipulated_sequences/01_02__walking_and_outside_surprised__YVGY8LOK,01_02__walking_and_outside_surprised__YVGY8LOK,1,15
DFD_manipulated_sequences/27_02__outside_talking_pan_laughing__YQX5Z8GN,27_02__outside_talking_pan_laughing__YQX5Z8GN,1,15
DFD_manipulated_sequences/25_09__walking_down_street_outside_angry__5041ODBN,25_09__walking_down_street_outside_angry__5041ODBN,1,15
DFD_manipulated_sequences/18_11__walking_down_street_outside_angry__PT4YKO2R,18_11__walking_down_street_outside_angry__PT4YKO2R,1,15
DFD_manipulated_sequences/03_20__talking_angry_couch__61SVZ2J7,03_20__talking_angry_couch__61SVZ2J7,1,15
DFD_manipulated_sequences/11_18__walking_outside_cafe_disgusted__TRJUIS24,11_18__walking_outside_cafe_disgusted__TRJUIS24,1,15
DFD_manipulated_sequences/26_25__exit_phone_room__PQ41U3IJ,26_25__exit_phone_room__PQ41U3IJ,1,15
DFD_manipulated_sequences/22_10__outside_talking_pan_laughing__8YQ2EUQP,22_10__outside_talking_pan_laughing__8YQ2EUQP,1,15
DFD_manipulated_sequences/23_10__walk_down_hall_angry__GYY4VANY,23_10__walk_down_hall_angry__GYY4VANY,1,15
DFD_manipulated_sequences/05_16__walking_down_street_outside_angry__94435UY3,05_16__walking_down_street_outside_angry__94435UY3,1,15
DFD_manipulated_sequences/15_13__walking_down_indoor_hall_disgust__X0EIIJF7,15_13__walking_down_indoor_hall_disgust__X0EIIJF7,1,15
DFD_manipulated_sequences/13_09__walking_down_street_outside_angry__8YDMHH02,13_09__walking_down_street_outside_angry__8YDMHH02,1,15
DFD_manipulated_sequences/07_02__outside_talking_pan_laughing__0IYV5DQ5,07_02__outside_talking_pan_laughing__0IYV5DQ5,1,15
